Region,Product,Units,UnitPrice,Revenue
North,Widget D,8,41.81,334.48
East,Gadget X,76,14.85,1128.6
Central,Widget C,8,19.49,155.92
Central,Widget C,26,49.09,1276.34
West,Widget D,99,40.04,3963.96
West,Gadget X,54,45.41,2452.14
Central,Gadget X,48,47.2,2265.6
West,Widget D,35,12.1,423.5
West,Widget B,51,20.56,1048.56
North,Widget D,82,30.12,2469.84
Central,Widget B,46,13.04,599.84
North,Widget B,8,44.84,358.72
North,Widget C,11,43.25,475.75
West,Widget D,32,30.76,984.32
West,Gadget X,80,39.1,3128.0
South,Widget C,92,10.26,943.92
North,Widget C,75,47.12,3534.0
South,Widget A,56,14.7,823.2
North,Widget D,48,44.32,2127.36
Central,Widget A,38,42.6,1618.8
South,Widget A,79,33.01,2607.79
Central,Widget D,67,22.54,1510.18
West,Widget A,29,43.92,1273.68
South,Gadget X,13,20.87,271.31
North,Widget C,72,10.55,759.6
North,Widget B,27,37.23,1005.21
East,Widget B,8,25.27,202.16
West,Widget C,92,36.12,3323.04
West,Widget A,47,26.94,1266.18
Central,Gadget X,90,22.99,2069.1
East,Widget B,25,44.97,1124.25
North,Widget D,96,47.0,4512.0
East,Widget B,25,48.1,1202.5
North,Widget C,19,38.23,726.37
West,Widget B,38,10.99,417.62
South,Widget D,75,21.47,1610.25
South,Widget D,5,17.8,89.0
South,Widget D,49,42.46,2080.54
West,Widget B,6,18.2,109.2
West,Gadget X,54,45.62,2463.48
East,Widget B,69,26.53,1830.57
North,Widget C,60,38.48,2308.8
East,Widget A,23,47.92,1102.16
East,Widget A,15,34.86,522.9
North,Widget A,12,36.15,433.8
East,Gadget X,89,34.6,3079.4
North,Widget B,7,35.0,245.0
North,Widget D,45,20.51,922.95
Central,Gadget X,66,35.44,2339.04
Central,Gadget X,10,21.14,211.4
West,Widget C,94,27.59,2593.46
North,Widget B,75,49.79,3734.25
South,Widget B,57,39.33,2241.81
West,Gadget X,9,38.78,349.02
South,Widget C,36,31.26,1125.36
Central,Widget A,69,30.06,2074.14
Central,Widget A,32,49.79,1593.28
Central,Widget D,64,22.0,1408.0
West,Widget D,64,44.58,2853.12
Central,Gadget X,60,34.56,2073.6
East,Widget B,20,14.66,293.2
Central,Widget A,47,24.37,1145.39
North,Widget C,3,49.58,148.74
North,Gadget X,16,33.35,533.6
Central,Widget D,51,14.57,743.07
West,Gadget X,68,36.3,2468.4
Central,Widget C,2,21.04,42.08
North,Widget D,62,38.01,2356.62
South,Widget B,34,24.36,828.24
South,Widget B,90,34.0,3060.0
South,Gadget X,92,28.08,2583.36
South,Widget A,59,49.11,2897.49
Central,Widget B,83,14.31,1187.73
East,Widget C,97,41.55,4030.35
South,Widget D,74,16.98,1256.52
East,Widget D,80,11.19,895.2
East,Widget A,20,19.03,380.6
Central,Widget B,64,42.48,2718.72
West,Widget C,94,19.86,1866.84
West,Widget C,53,47.84,2535.52
Central,Widget D,10,16.71,167.1
Central,Gadget X,36,23.37,841.32
East,Widget A,65,10.35,672.75
East,Widget A,69,40.32,2782.08
West,Widget B,5,15.78,78.9
Central,Gadget X,81,45.8,3709.8
Central,Widget C,36,38.04,1369.44
Central,Widget D,30,20.9,627.0
West,Gadget X,82,42.67,3498.94
North,Gadget X,80,12.24,979.2
West,Widget A,36,22.64,815.04
North,Gadget X,11,30.33,333.63
Central,Gadget X,57,19.19,1093.83
East,Gadget X,55,22.65,1245.75
East,Widget C,79,18.7,1477.3
East,Widget A,56,35.63,1995.28
South,Gadget X,81,21.85,1769.85
North,Widget B,26,33.54,872.04
Central,Widget C,8,16.2,129.6
South,Widget A,18,42.48,764.64
West,Gadget X,49,35.44,1736.56
West,Widget A,23,35.83,824.09
South,Widget C,86,46.68,4014.48
West,Widget D,23,14.42,331.66
East,Widget C,25,21.28,532.0
Central,Widget D,49,18.01,882.49
North,Widget C,32,31.4,1004.8
South,Widget B,37,30.95,1145.15
South,Widget D,80,25.26,2020.8
East,Widget D,50,15.49,774.5
Central,Widget C,19,47.37,900.03
Central,Widget A,28,15.38,430.64
West,Widget B,55,26.94,1481.7
West,Widget B,43,12.56,540.08
South,Widget D,64,28.85,1846.4
North,Gadget X,33,18.14,598.62
West,Widget C,23,37.97,873.31
North,Widget C,22,47.71,1049.62
West,Widget C,67,47.61,3189.87
West,Widget C,86,12.7,1092.2
South,Widget D,8,13.62,108.96
North,Widget C,22,15.25,335.5
South,Widget D,39,42.53,1658.67
Central,Widget D,92,41.73,3839.16
South,Gadget X,9,40.42,363.78
West,Gadget X,51,13.28,677.28
East,Widget B,39,16.21,632.19
Central,Widget B,8,27.06,216.48
Central,Widget B,91,46.91,4268.81
East,Widget C,30,22.26,667.8
East,Widget A,45,19.24,865.8
East,Widget B,42,37.22,1563.24
West,Widget B,13,16.53,214.89
West,Widget D,78,17.43,1359.54
West,Widget D,88,23.56,2073.28
Central,Widget B,93,11.19,1040.67
South,Widget A,49,29.19,1430.31
East,Widget C,100,40.07,4007.0
East,Widget C,14,36.62,512.68
South,Widget D,17,27.42,466.14
South,Widget A,85,11.42,970.7
East,Widget A,74,43.24,3199.76
West,Widget C,72,10.71,771.12
Central,Gadget X,64,31.72,2030.08
South,Widget A,13,27.71,360.23
South,Gadget X,31,15.92,493.52
Central,Widget A,76,49.25,3743.0
East,Widget A,21,33.35,700.35
West,Widget D,14,14.58,204.12
Central,Widget A,14,48.9,684.6
South,Widget A,29,38.94,1129.26
East,Widget B,13,16.56,215.28
Central,Widget B,16,43.48,695.68
Central,Widget D,67,15.95,1068.65
South,Gadget X,53,33.64,1782.92
North,Gadget X,85,30.56,2597.6
Central,Widget D,93,19.48,1811.64
Central,Widget C,87,34.87,3033.69
East,Widget D,64,18.39,1176.96
North,Widget A,12,37.6,451.2
South,Widget D,6,20.68,124.08
Central,Widget B,94,18.14,1705.16
South,Widget D,27,41.41,1118.07
North,Widget A,26,38.44,999.44
East,Widget D,48,31.44,1509.12
Central,Widget D,37,45.21,1672.77
East,Widget B,25,14.05,351.25
West,Widget D,33,28.85,952.05
East,Widget A,61,41.36,2522.96
East,Widget B,31,15.55,482.05
North,Gadget X,16,39.37,629.92
East,Widget A,66,17.21,1135.86
South,Widget B,97,41.2,3996.4
North,Widget D,8,47.02,376.16
North,Widget A,64,13.22,846.08
North,Widget B,76,49.02,3725.52
East,Widget C,34,16.24,552.16
Central,Widget D,22,35.51,781.22
Central,Widget D,11,21.8,239.8
East,Gadget X,1,25.23,25.23
East,Widget B,30,30.2,906.0
East,Widget C,50,26.94,1347.0
East,Widget A,53,14.35,760.55
West,Gadget X,45,38.35,1725.75
East,Widget A,6,48.45,290.7
North,Gadget X,28,25.19,705.32
Central,Widget A,40,47.25,1890.0
Central,Widget B,75,21.51,1613.25
Central,Widget D,67,15.37,1029.79
West,Widget D,2,24.88,49.76
Central,Widget A,81,23.11,1871.91
West,Gadget X,14,31.19,436.66
North,Gadget X,96,30.32,2910.72
West,Widget D,78,13.78,1074.84
East,Widget B,86,17.98,1546.28
West,Gadget X,82,26.64,2184.48
East,Gadget X,5,21.57,107.85
Central,Gadget X,75,32.23,2417.25
West,Widget A,80,46.43,3714.4
Central,Gadget X,9,40.63,365.67
South,Widget C,75,13.01,975.75
South,Widget C,21,10.42,218.82
North,Widget B,24,18.92,454.08
East,Widget D,38,26.13,992.94
West,Gadget X,54,32.3,1744.2
West,Widget A,21,31.31,657.51
North,Gadget X,9,10.91,98.19
North,Widget A,89,42.7,3800.3
North,Gadget X,13,40.2,522.6
South,Widget A,62,23.69,1468.78
Central,Widget A,6,42.9,257.4
South,Widget D,67,38.11,2553.37
Central,Widget D,43,11.34,487.62
North,Widget D,23,24.06,553.38
Central,Gadget X,6,19.33,115.98
West,Gadget X,75,42.49,3186.75
Central,Widget B,2,32.05,64.1
Central,Widget C,100,13.69,1369.0
Central,Widget C,47,22.6,1062.2
South,Widget A,30,40.92,1227.6
North,Widget A,82,34.47,2826.54
East,Widget C,54,34.25,1849.5
East,Widget C,10,24.31,243.1
South,Widget A,2,11.03,22.06
West,Widget C,3,25.61,76.83
North,Gadget X,48,46.48,2231.04
East,Widget B,5,49.31,246.55
North,Widget D,26,32.67,849.42
West,Widget C,84,14.95,1255.8
West,Widget C,29,36.05,1045.45
South,Widget C,70,37.65,2635.5
West,Widget C,12,37.74,452.88
South,Widget B,89,28.83,2565.87
West,Widget C,76,31.98,2430.48
East,Widget A,38,22.84,867.92
West,Widget A,70,29.37,2055.9
South,Gadget X,71,31.65,2247.15
North,Gadget X,67,28.44,1905.48
South,Gadget X,97,10.78,1045.66
East,Widget D,72,30.89,2224.08
South,Widget C,98,34.45,3376.1
East,Widget D,81,26.1,2114.1
East,Widget D,38,22.61,859.18
East,Widget C,17,48.61,826.37
North,Widget A,100,20.06,2006.0
West,Widget C,6,12.53,75.18
South,Gadget X,97,34.76,3371.72
South,Widget A,57,14.02,799.14
West,Widget B,60,12.29,737.4
North,Widget D,37,35.17,1301.29
East,Gadget X,66,21.47,1417.02
West,Gadget X,91,33.16,3017.56
South,Widget A,98,36.04,3531.92
West,Widget D,26,23.66,615.16
West,Widget B,68,18.98,1290.64
East,Widget B,13,34.08,443.04
North,Widget B,86,39.99,3439.14
East,Gadget X,8,38.56,308.48
South,Gadget X,56,34.6,1937.6
East,Widget D,92,41.76,3841.92
East,Widget B,84,48.68,4089.12
Central,Widget A,61,17.61,1074.21
East,Gadget X,47,49.5,2326.5
Central,Gadget X,80,22.54,1803.2
East,Gadget X,64,27.4,1753.6
North,Widget A,62,27.32,1693.84
East,Widget D,55,22.28,1225.4
East,Widget C,85,49.12,4175.2
Central,Widget B,21,34.57,725.97
East,Widget B,62,29.01,1798.62
South,Widget D,13,21.2,275.6
North,Widget D,26,27.96,726.96
North,Gadget X,57,18.66,1063.62
West,Widget C,58,44.46,2578.68
North,Widget B,35,26.74,935.9
East,Widget B,6,22.76,136.56
West,Widget B,86,15.29,1314.94
Central,Widget A,33,16.12,531.96
West,Widget C,83,44.17,3666.11
South,Widget D,20,14.86,297.2
East,Widget C,99,15.53,1537.47
East,Widget B,34,39.59,1346.06
Central,Widget D,79,28.0,2212.0
Central,Gadget X,80,22.95,1836.0
West,Gadget X,9,33.22,298.98
North,Gadget X,44,28.47,1252.68
East,Widget C,98,49.69,4869.62
Central,Widget C,66,42.34,2794.44
North,Widget A,51,41.64,2123.64
North,Widget D,90,36.58,3292.2
South,Widget D,8,45.28,362.24
North,Widget A,23,21.74,500.02
North,Widget A,46,45.48,2092.08
West,Gadget X,81,35.14,2846.34
East,Widget D,85,30.19,2566.15
North,Widget A,51,42.73,2179.23
West,Widget A,11,43.35,476.85
East,Widget C,11,35.38,389.18
Central,Widget A,89,13.33,1186.37
Central,Widget A,19,10.73,203.87
Central,Widget C,41,40.05,1642.05
South,Widget C,39,36.87,1437.93
South,Gadget X,94,31.28,2940.32
Central,Widget B,28,42.83,1199.24
North,Widget D,77,27.83,2142.91
South,Widget A,44,13.95,613.8
East,Widget A,80,42.16,3372.8
East,Widget A,71,48.39,3435.69
West,Widget B,24,49.33,1183.92
East,Widget D,41,38.86,1593.26
South,Gadget X,59,25.65,1513.35
Central,Widget D,64,14.6,934.4
North,Widget A,37,22.48,831.76
North,Widget B,17,22.18,377.06
South,Gadget X,20,49.39,987.8
West,Widget C,85,42.79,3637.15
South,Gadget X,15,16.42,246.3
North,Gadget X,95,22.2,2109.0
South,Widget A,4,31.8,127.2
North,Gadget X,94,24.13,2268.22
North,Widget B,58,10.22,592.76
Central,Widget B,16,12.89,206.24
East,Widget B,95,38.59,3666.05
West,Widget C,89,33.8,3008.2
South,Widget B,30,40.23,1206.9
West,Widget D,54,16.57,894.78
West,Gadget X,66,14.92,984.72
East,Widget C,8,16.63,133.04
West,Widget B,17,39.63,673.71
Central,Widget D,70,22.4,1568.0
West,Widget C,49,20.58,1008.42
South,Gadget X,94,46.61,4381.34
Central,Widget A,29,17.97,521.13
South,Widget A,70,12.14,849.8
Central,Gadget X,59,28.93,1706.87
South,Widget D,31,23.92,741.52
South,Widget D,37,17.87,661.19
South,Widget A,83,27.28,2264.24
Central,Gadget X,19,28.99,550.81
West,Widget C,68,15.29,1039.72
Central,Gadget X,92,12.35,1136.2
South,Widget A,14,21.8,305.2
Central,Widget C,8,37.53,300.24
East,Widget B,87,27.03,2351.61
East,Widget C,21,16.42,344.82
Central,Gadget X,84,25.12,2110.08
South,Widget D,18,40.58,730.44
East,Widget C,60,41.96,2517.6
Central,Widget A,1,29.18,29.18
West,Widget C,54,49.01,2646.54
East,Widget D,88,22.64,1992.32
West,Widget D,73,45.77,3341.21
South,Gadget X,80,13.03,1042.4
Central,Widget A,8,42.58,340.64
West,Widget C,100,30.15,3015.0
East,Widget C,4,25.81,103.24
West,Gadget X,92,11.17,1027.64
Central,Gadget X,61,27.46,1675.06
West,Widget D,64,25.11,1607.04
Central,Widget B,66,40.46,2670.36
North,Widget C,51,29.08,1483.08
East,Gadget X,67,15.02,1006.34
West,Widget B,87,15.44,1343.28
North,Widget A,17,16.99,288.83
North,Widget B,99,27.55,2727.45
South,Widget A,88,21.8,1918.4
South,Gadget X,64,34.93,2235.52
West,Widget C,12,41.8,501.6
West,Widget A,70,37.18,2602.6
West,Widget D,50,22.13,1106.5
South,Widget B,99,11.27,1115.73
South,Gadget X,98,15.35,1504.3
West,Widget D,38,33.47,1271.86
West,Widget D,85,36.15,3072.75
South,Widget D,27,18.88,509.76
North,Widget C,63,44.56,2807.28
East,Widget A,69,43.67,3013.23
Central,Widget D,70,33.73,2361.1
East,Widget D,38,20.66,785.08
North,Widget D,79,19.12,1510.48
Central,Widget A,60,34.26,2055.6
South,Widget B,5,27.33,136.65
East,Widget B,54,49.68,2682.72
South,Gadget X,15,36.66,549.9
South,Widget C,45,35.93,1616.85
West,Widget C,71,39.52,2805.92
North,Widget B,7,42.09,294.63
East,Widget A,98,49.73,4873.54
Central,Widget C,74,43.87,3246.38
West,Widget C,63,25.89,1631.07
West,Gadget X,67,38.38,2571.46
West,Widget D,85,19.84,1686.4
East,Gadget X,84,46.91,3940.44
North,Widget D,58,34.27,1987.66
South,Gadget X,50,34.65,1732.5
South,Widget D,94,36.84,3462.96
Central,Widget D,6,29.28,175.68
East,Gadget X,53,32.52,1723.56
Central,Widget B,69,19.54,1348.26
West,Widget A,63,32.38,2039.94
South,Widget A,62,43.5,2697.0
North,Widget C,44,29.71,1307.24
North,Widget C,50,20.45,1022.5
West,Widget B,56,42.54,2382.24
South,Widget C,1,17.44,17.44
South,Widget C,91,27.82,2531.62
North,Widget A,91,22.58,2054.78
Central,Widget C,53,41.42,2195.26
West,Widget A,87,46.79,4070.73
Central,Gadget X,53,29.68,1573.04
South,Widget A,42,17.01,714.42
Central,Widget B,65,13.39,870.35
East,Gadget X,2,22.74,45.48
West,Widget A,74,17.62,1303.88
East,Gadget X,11,45.15,496.65
North,Widget A,7,49.47,346.29
Central,Widget A,27,26.98,728.46
West,Widget A,92,38.31,3524.52
North,Widget C,26,43.39,1128.14
Central,Widget B,7,21.22,148.54
South,Widget C,97,46.17,4478.49
South,Widget C,67,49.76,3333.92
North,Widget A,84,22.48,1888.32
Central,Gadget X,75,21.86,1639.5
South,Widget D,27,11.03,297.81
North,Widget D,12,49.89,598.68
West,Widget A,19,13.44,255.36
Central,Widget D,96,33.96,3260.16
North,Widget A,38,42.4,1611.2
South,Widget D,5,31.33,156.65
Central,Gadget X,71,11.92,846.32
Central,Widget D,50,34.04,1702.0
South,Widget C,57,33.23,1894.11
South,Widget B,87,32.09,2791.83
North,Widget D,85,10.95,930.75
Central,Widget A,92,15.97,1469.24
Central,Widget D,38,23.01,874.38
West,Widget B,83,43.16,3582.28
Central,Gadget X,16,40.85,653.6
South,Widget D,26,10.62,276.12
North,Widget B,13,29.97,389.61
East,Gadget X,70,28.49,1994.3
North,Widget C,72,27.49,1979.28
South,Gadget X,92,30.7,2824.4
Central,Gadget X,58,20.9,1212.2
East,Widget D,27,24.22,653.94
West,Widget A,87,29.53,2569.11
West,Widget C,46,29.68,1365.28
West,Widget D,71,36.82,2614.22
East,Widget C,69,27.29,1883.01
Central,Widget A,59,13.91,820.69
West,Widget D,85,47.01,3995.85
East,Widget C,35,16.54,578.9
East,Widget A,44,38.97,1714.68
West,Widget A,1,19.99,19.99
West,Widget B,16,35.15,562.4
North,Widget A,47,22.3,1048.1
West,Widget C,58,36.57,2121.06
West,Widget C,16,23.37,373.92
Central,Gadget X,4,47.46,189.84
North,Gadget X,30,49.32,1479.6
South,Gadget X,88,12.39,1090.32
North,Widget A,26,30.12,783.12
North,Widget D,79,30.94,2444.26
West,Widget D,26,44.26,1150.76
North,Widget D,100,23.24,2324.0
East,Widget D,38,24.81,942.78
North,Widget B,97,35.13,3407.61
East,Gadget X,83,49.4,4100.2
North,Gadget X,18,41.41,745.38
Central,Widget D,85,10.76,914.6
East,Widget B,83,19.51,1619.33
West,Widget B,22,27.94,614.68
Central,Widget C,84,13.16,1105.44
West,Widget B,99,14.26,1411.74
North,Widget D,81,12.45,1008.45
Central,Widget B,86,17.55,1509.3
East,Widget B,84,30.93,2598.12
Central,Widget B,27,25.66,692.82
Central,Widget B,89,30.12,2680.68
East,Widget C,70,17.6,1232.0
East,Widget B,40,49.31,1972.4
Central,Widget C,73,30.58,2232.34
West,Widget B,34,19.53,664.02
West,Gadget X,2,39.75,79.5
North,Widget B,83,14.58,1210.14
South,Widget A,55,38.53,2119.15
North,Widget B,66,28.47,1879.02
East,Widget B,3,49.36,148.08
East,Widget D,38,41.95,1594.1
West,Widget A,37,33.97,1256.89
North,Widget C,40,33.41,1336.4
West,Widget C,86,39.13,3365.18
East,Gadget X,73,14.71,1073.83
South,Widget B,57,17.28,984.96
East,Widget D,88,41.63,3663.44
East,Gadget X,39,29.19,1138.41
East,Widget B,37,45.96,1700.52
West,Widget A,43,13.98,601.14
West,Widget D,71,44.71,3174.41
Central,Gadget X,55,18.78,1032.9
Central,Widget B,87,19.38,1686.06
Central,Widget D,4,34.44,137.76
Central,Gadget X,46,15.48,712.08
West,Widget C,47,44.07,2071.29
West,Widget B,15,38.65,579.75
West,Widget D,46,38.02,1748.92
West,Gadget X,40,39.19,1567.6
Central,Widget A,54,17.68,954.72
East,Widget C,99,14.2,1405.8
West,Widget A,99,20.41,2020.59
South,Widget C,80,15.16,1212.8
Central,Widget D,33,32.29,1065.57
West,Widget D,77,49.78,3833.06
North,Widget B,36,13.42,483.12
East,Widget B,47,16.27,764.69
South,Widget A,25,27.26,681.5
East,Widget B,46,33.26,1529.96
South,Widget A,76,10.62,807.12
Central,Widget A,86,31.98,2750.28
South,Widget C,19,44.43,844.17
East,Widget C,90,33.58,3022.2
East,Widget B,52,41.33,2149.16
South,Gadget X,94,39.05,3670.7
West,Widget C,70,17.78,1244.6
West,Widget C,70,22.81,1596.7
West,Widget D,13,30.85,401.05
North,Gadget X,77,32.1,2471.7
East,Gadget X,21,18.65,391.65
Central,Widget D,69,39.42,2719.98
East,Widget B,93,34.02,3163.86
East,Widget A,87,31.33,2725.71
West,Widget D,71,40.96,2908.16
West,Widget C,93,45.34,4216.62
West,Widget D,90,46.03,4142.7
East,Widget A,76,44.26,3363.76
West,Gadget X,39,31.17,1215.63
South,Widget D,34,16.72,568.48
South,Widget B,44,36.0,1584.0
South,Gadget X,2,27.66,55.32
South,Widget C,49,32.82,1608.18
East,Widget B,10,45.46,454.6
Central,Widget B,75,25.04,1878.0
West,Gadget X,2,35.8,71.6
Central,Widget B,10,12.85,128.5
North,Widget D,54,40.7,2197.8
Central,Widget B,39,44.05,1717.95
North,Widget A,95,19.0,1805.0
Central,Widget A,53,26.53,1406.09
Central,Widget A,17,13.76,233.92
East,Widget A,6,28.67,172.02
Central,Widget A,63,41.68,2625.84
West,Widget B,35,45.58,1595.3
East,Widget A,46,42.85,1971.1
North,Widget C,99,12.73,1260.27
North,Widget C,22,35.95,790.9
East,Widget D,55,31.86,1752.3
Central,Widget A,19,12.81,243.39
South,Widget D,46,21.26,977.96
West,Gadget X,20,37.58,751.6
North,Widget D,74,18.46,1366.04
Central,Gadget X,69,35.92,2478.48
East,Gadget X,52,40.09,2084.68
North,Widget A,13,17.35,225.55
South,Widget A,87,11.58,1007.46
South,Widget C,1,29.79,29.79
Central,Widget D,88,30.75,2706.0
East,Widget C,25,40.05,1001.25
North,Gadget X,21,41.85,878.85
West,Widget B,96,42.62,4091.52
North,Widget B,23,14.08,323.84
North,Widget B,88,36.91,3248.08
Central,Gadget X,17,18.15,308.55
East,Widget A,58,10.1,585.8
West,Widget A,34,18.32,622.88
West,Widget C,96,12.83,1231.68
West,Widget D,18,49.61,892.98
Central,Widget D,51,19.11,974.61
Central,Widget C,67,10.98,735.66
East,Widget D,82,35.53,2913.46
North,Widget A,70,12.49,874.3
East,Widget D,5,47.32,236.6
East,Widget B,30,18.37,551.1
East,Widget C,19,12.5,237.5
East,Widget D,48,32.83,1575.84
North,Widget C,60,44.61,2676.6
Central,Widget B,58,17.56,1018.48
South,Gadget X,43,44.37,1907.91
East,Gadget X,2,11.15,22.3
South,Gadget X,61,41.26,2516.86
East,Widget B,74,36.79,2722.46
Central,Gadget X,88,47.98,4222.24
North,Widget C,74,12.27,907.98
Central,Gadget X,72,32.15,2314.8
East,Widget A,56,44.48,2490.88
North,Widget A,26,12.16,316.16
Central,Widget C,69,45.67,3151.23
East,Widget D,95,23.3,2213.5
North,Widget A,12,40.25,483.0
South,Widget C,57,19.92,1135.44
East,Widget A,94,45.21,4249.74
North,Widget B,35,39.52,1383.2
Central,Widget D,68,18.57,1262.76
South,Widget D,86,21.24,1826.64
East,Widget A,87,21.7,1887.9
West,Widget A,52,21.64,1125.28
East,Gadget X,14,32.06,448.84
Central,Widget D,60,47.22,2833.2
West,Gadget X,98,44.18,4329.64
West,Widget B,61,33.32,2032.52
South,Widget B,18,40.17,723.06
West,Widget A,27,43.94,1186.38
West,Gadget X,35,29.79,1042.65
Central,Widget A,97,44.37,4303.89
South,Widget A,72,28.35,2041.2
Central,Gadget X,15,11.42,171.3
South,Widget B,75,30.83,2312.25
East,Widget D,33,23.73,783.09
East,Gadget X,91,15.57,1416.87
North,Gadget X,4,37.06,148.24
East,Widget C,5,29.47,147.35
West,Widget C,29,46.95,1361.55
East,Widget A,57,47.89,2729.73
South,Widget B,39,11.43,445.77
South,Widget A,65,49.1,3191.5
East,Widget C,55,19.22,1057.1
East,Widget A,84,12.81,1076.04
East,Widget C,84,28.51,2394.84
East,Widget B,9,21.97,197.73
North,Widget C,43,29.39,1263.77
North,Widget B,10,16.96,169.6
West,Widget B,53,42.58,2256.74
North,Widget B,49,17.72,868.28
East,Widget C,30,46.24,1387.2
South,Widget D,75,18.74,1405.5
East,Widget A,7,24.49,171.43
South,Widget C,62,30.11,1866.82
Central,Gadget X,61,41.42,2526.62
West,Widget D,98,17.55,1719.9
Central,Widget D,90,31.64,2847.6
South,Widget C,32,40.7,1302.4
West,Widget A,69,23.26,1604.94
Central,Widget D,67,16.42,1100.14
West,Gadget X,80,43.88,3510.4
North,Widget C,6,19.41,116.46
West,Widget B,42,28.75,1207.5
West,Gadget X,42,44.18,1855.56
Central,Widget A,79,30.95,2445.05
North,Widget D,69,31.94,2203.86
East,Widget C,43,33.48,1439.64
Central,Widget A,41,13.74,563.34
East,Widget D,89,44.5,3960.5
East,Widget B,61,10.04,612.44
North,Widget A,44,32.21,1417.24
Central,Widget B,53,42.85,2271.05
South,Widget B,100,40.04,4004.0
West,Widget B,46,26.98,1241.08
West,Widget D,35,21.38,748.3
East,Widget A,39,37.24,1452.36
Central,Widget D,6,49.07,294.42
Central,Gadget X,13,28.93,376.09
North,Widget D,48,39.11,1877.28
South,Gadget X,41,46.57,1909.37
West,Widget C,98,39.05,3826.9
East,Widget A,53,22.63,1199.39
West,Widget B,45,13.56,610.2
West,Gadget X,82,25.52,2092.64
South,Widget B,14,17.72,248.08
West,Gadget X,54,34.39,1857.06
Central,Gadget X,24,18.32,439.68
South,Widget B,89,45.87,4082.43
West,Widget A,80,20.05,1604.0
South,Widget C,64,38.33,2453.12
West,Widget D,27,36.01,972.27
North,Widget B,60,49.5,2970.0
South,Gadget X,4,23.04,92.16
West,Widget A,58,48.36,2804.88
East,Widget D,84,47.84,4018.56
Central,Widget D,6,28.64,171.84
West,Widget A,97,48.18,4673.46
East,Widget A,14,22.67,317.38
West,Gadget X,44,40.63,1787.72
West,Gadget X,24,31.04,744.96
East,Widget A,43,34.91,1501.13
North,Widget A,76,25.02,1901.52
East,Widget D,57,13.84,788.88
South,Widget C,77,37.92,2919.84
Central,Widget C,70,45.83,3208.1
South,Widget A,64,28.65,1833.6
West,Widget D,49,18.45,904.05
West,Widget D,32,28.14,900.48
East,Gadget X,55,42.52,2338.6
West,Widget A,91,45.86,4173.26
South,Widget D,100,34.11,3411.0
West,Widget D,53,20.1,1065.3
South,Widget D,19,48.91,929.29
West,Widget C,58,14.7,852.6
East,Widget C,19,27.0,513.0
North,Widget D,62,18.83,1167.46
Central,Gadget X,44,48.25,2123.0
South,Widget B,55,29.05,1597.75
East,Widget A,22,41.33,909.26
West,Widget A,38,37.35,1419.3
North,Widget B,31,16.94,525.14
East,Widget A,77,49.0,3773.0
West,Widget B,4,27.55,110.2
East,Widget C,98,35.92,3520.16
Central,Gadget X,61,29.8,1817.8
West,Gadget X,64,35.85,2294.4
South,Widget C,63,47.32,2981.16
South,Widget C,96,33.56,3221.76
East,Widget A,5,49.42,247.1
East,Gadget X,74,42.68,3158.32
West,Widget A,16,14.32,229.12
East,Widget B,97,15.15,1469.55
West,Widget C,50,41.29,2064.5
Central,Widget D,83,37.6,3120.8
North,Widget D,17,25.07,426.19
North,Gadget X,1,11.02,11.02
Central,Gadget X,88,23.78,2092.64
West,Widget B,17,41.8,710.6
South,Widget C,87,35.76,3111.12
North,Widget B,19,12.47,236.93
East,Gadget X,97,22.69,2200.93
Central,Widget A,6,14.08,84.48
West,Widget C,2,45.64,91.28
Central,Widget C,87,26.86,2336.82
East,Widget C,15,45.18,677.7
Central,Widget C,78,41.66,3249.48
East,Widget C,27,18.44,497.88
West,Widget C,67,17.78,1191.26
South,Gadget X,45,27.66,1244.7
North,Widget A,55,24.53,1349.15
Central,Widget C,31,14.29,442.99
Central,Widget B,14,18.65,261.1
North,Widget B,82,32.36,2653.52
South,Widget B,57,42.12,2400.84
West,Widget C,70,18.66,1306.2
East,Widget C,1,44.96,44.96
West,Gadget X,67,15.79,1057.93
East,Gadget X,67,49.35,3306.45
West,Gadget X,59,35.41,2089.19
Central,Gadget X,84,16.09,1351.56
West,Widget C,15,39.89,598.35
West,Gadget X,13,42.84,556.92
South,Widget C,17,13.09,222.53
West,Gadget X,12,13.07,156.84
West,Widget A,64,47.46,3037.44
West,Widget D,30,25.81,774.3
Central,Widget A,100,10.33,1033.0
South,Widget B,13,20.89,271.57
Central,Gadget X,76,44.69,3396.44
West,Widget C,66,12.02,793.32
West,Widget A,35,39.55,1384.25
Central,Widget B,52,42.27,2198.04
Central,Widget D,88,15.04,1323.52
East,Gadget X,78,18.26,1424.28
West,Widget D,45,35.93,1616.85
West,Gadget X,39,12.61,491.79
East,Widget A,79,30.41,2402.39
North,Widget B,66,18.51,1221.66
Central,Widget C,14,33.23,465.22
South,Widget D,31,16.11,499.41
West,Widget B,55,27.93,1536.15
Central,Widget A,61,13.12,800.32
Central,Widget A,35,25.18,881.3
North,Widget B,56,26.29,1472.24
South,Gadget X,22,34.02,748.44
North,Widget B,47,26.62,1251.14
North,Widget D,36,15.96,574.56
South,Widget B,75,32.52,2439.0
West,Gadget X,90,16.98,1528.2
South,Widget D,14,30.13,421.82
North,Widget D,93,26.47,2461.71
Central,Widget C,36,23.49,845.64
